country,years,value
Bulgaria,1987,0
Burundi,1987,0
Cambodia,1987,0
Canada,1987,276
Cape Verde,1987,0
Central African Republic,1987,0
Chad,1987,0
Chile,1987,0
China,1987,1390000
Colombia,1987,0
Comoros,1987,50000
"Congo, Dem. Rep.",1987,0
Costa Rica,1987,0
Croatia,1987,0
Cuba,1987,0
Cyprus,1987,0
Czech Republic,1987,0
Denmark,1987,0
Djibouti,1987,0
Dominica,1987,0
Dominican Republic,1987,3
Egypt,1987,41
El Salvador,1987,0
Eritrea,1987,0
Estonia,1987,0
Eswatini,1987,0
Fiji,1987,3370
Finland,1987,0
France,1987,4
Gambia,1987,0
Georgia,1987,0
Germany,1987,0
Greece,1987,48
Grenada,1987,0
Guatemala,1987,0
Guinea,1987,0
Guinea-Bissau,1987,3700
Haiti,1987,0
Honduras,1987,0
Hungary,1987,0
India,1987,80200
Indonesia,1987,0
Iran,1987,0
Ireland,1987,0
Israel,1987,0
Italy,1987,33
Jamaica,1987,0
Japan,1987,65000
Jordan,1987,0
Kazakhstan,1987,0
Kenya,1987,0
Kiribati,1987,0
Kyrgyz Republic,1987,0
Lao,1987,0
Latvia,1987,0
Lebanon,1987,0
Lesotho,1987,0
Liberia,1987,0
Lithuania,1987,0
Luxembourg,1987,0
Madagascar,1987,0
Malawi,1987,0
Malaysia,1987,0
Maldives,1987,0
Marshall Islands,1987,0
Mauritania,1987,0
Mauritius,1987,0
Mexico,1987,0
"Micronesia, Fed. Sts.",1987,208
Moldova,1987,0
Mongolia,1987,0
Morocco,1987,0
Mozambique,1987,0
Myanmar,1987,0
Nepal,1987,0
Netherlands,1987,0
New Zealand,1987,0
Nicaragua,1987,0
Niger,1987,0
Nigeria,1987,0
North Korea,1987,0
North Macedonia,1987,0
Norway,1987,0
Oman,1987,0
Pakistan,1987,0
Panama,1987,0
Papua New Guinea,1987,0
Paraguay,1987,0
Peru,1987,0
Philippines,1987,3240000
Poland,1987,0
Portugal,1987,0
Romania,1987,0
Russia,1987,0
Samoa,1987,0
Saudi Arabia,1987,0
Senegal,1987,0
Seychelles,1987,0
Sierra Leone,1987,0
Slovak Republic,1987,0
Slovenia,1987,0
Solomon Islands,1987,0
Somalia,1987,0
South Africa,1987,0
South Korea,1987,56600
Spain,1987,0
Sri Lanka,1987,0
St. Kitts and Nevis,1987,0
St. Lucia,1987,0
St. Vincent and the Grenadines,1987,208
Sudan,1987,0
Sweden,1987,0
Switzerland,1987,1
Syria,1987,0
Tajikistan,1987,0
Tanzania,1987,0
Thailand,1987,0
Timor-Leste,1987,0
Tonga,1987,0
Trinidad and Tobago,1987,0
Turkey,1987,0
Tuvalu,1987,0
Uganda,1987,0
Ukraine,1987,0
United Kingdom,1987,20
United States,1987,3350
Uruguay,1987,0
Vanuatu,1987,48100
Venezuela,1987,0
Vietnam,1987,937000
Yemen,1987,0
Zimbabwe,1987,0
Afghanistan,1988,0
Albania,1988,0
Algeria,1988,10100
Antigua and Barbuda,1988,0
Argentina,1988,0
Australia,1988,1
Austria,1988,0
Bahamas,1988,0
Bangladesh,1988,10600000
Barbados,1988,0
Belarus,1988,0
Belgium,1988,0
Belize,1988,0
Bhutan,1988,0
Bolivia,1988,0
Bosnia and Herzegovina,1988,0
Brazil,1988,0
Bulgaria,1988,0
Burundi,1988,0
Cambodia,1988,0
Canada,1988,0
Cape Verde,1988,0
Central African Republic,1988,0
Chad,1988,1210
Chile,1988,0
China,1988,238000
Colombia,1988,100000
Comoros,1988,0
"Congo, Dem. Rep.",1988,0
Costa Rica,1988,128000
Croatia,1988,0
Cuba,1988,61500
Cyprus,1988,0
Czech Republic,1988,0
Denmark,1988,0
Djibouti,1988,0
Dominica,1988,0
Dominican Republic,1988,0
Egypt,1988,0
El Salvador,1988,0
Eritrea,1988,0
Estonia,1988,0
Eswatini,1988,0
Fiji,1988,0
Finland,1988,0
France,1988,0
Gambia,1988,0
Georgia,1988,0
Germany,1988,0
Greece,1988,0
Grenada,1988,0
Guatemala,1988,0
Guinea,1988,0
Guinea-Bissau,1988,0
Haiti,1988,870000
Honduras,1988,12
Hungary,1988,0
India,1988,1900000
Indonesia,1988,0
Iran,1988,0
Ireland,1988,0
Israel,1988,0
Italy,1988,0
Jamaica,1988,810000
Japan,1988,0
Jordan,1988,0
Kazakhstan,1988,0
Kenya,1988,50
Kiribati,1988,0
Kyrgyz Republic,1988,0
Lao,1988,0
Latvia,1988,0
Lebanon,1988,0
Lesotho,1988,0
Liberia,1988,0
Lithuania,1988,0
Luxembourg,1988,0
Madagascar,1988,0
Malawi,1988,0
Malaysia,1988,0
Maldives,1988,0
Marshall Islands,1988,0
Mauritania,1988,0
Mauritius,1988,0
Mexico,1988,125000
"Micronesia, Fed. Sts.",1988,0
Moldova,1988,0
Mongolia,1988,0
Morocco,1988,0
Mozambique,1988,4100
Myanmar,1988,0
Nepal,1988,70
Netherlands,1988,0
New Zealand,1988,6
Nicaragua,1988,360000
Niger,1988,0
Nigeria,1988,0
North Korea,1988,0
North Macedonia,1988,0
Norway,1988,0
Oman,1988,0
Pakistan,1988,36
Panama,1988,8760
Papua New Guinea,1988,0
Paraguay,1988,0
Peru,1988,0
Philippines,1988,4520000
Poland,1988,0
Portugal,1988,0
Romania,1988,0
Russia,1988,0
Samoa,1988,0
Saudi Arabia,1988,0
Senegal,1988,0
Seychelles,1988,0
Sierra Leone,1988,0
Slovak Republic,1988,0
Slovenia,1988,0
Solomon Islands,1988,0
Somalia,1988,0
South Africa,1988,0
South Korea,1988,0
Spain,1988,0
Sri Lanka,1988,0
St. Kitts and Nevis,1988,0
St. Lucia,1988,45
St. Vincent and the Grenadines,1988,0
Sudan,1988,0
Sweden,1988,0
Switzerland,1988,0
Syria,1988,0
Tajikistan,1988,0
Tanzania,1988,0
Thailand,1988,0
Timor-Leste,1988,0
Tonga,1988,0
Trinidad and Tobago,1988,0
Turkey,1988,0
Tuvalu,1988,0
Uganda,1988,0
Ukraine,1988,0
United Kingdom,1988,0
United States,1988,27
Uruguay,1988,0
Vanuatu,1988,6700
Venezuela,1988,11
Vietnam,1988,1320000
Yemen,1988,0
Zimbabwe,1988,0
Afghanistan,1989,0
Albania,1989,0
Algeria,1989,0
Antigua and Barbuda,1989,8030
Argentina,1989,0
Australia,1989,4
Austria,1989,0
Bahamas,1989,0
Bangladesh,1989,105000
Barbados,1989,0
Belarus,1989,0
Belgium,1989,0
Belize,1989,0
Bhutan,1989,0
Bolivia,1989,0
Bosnia and Herzegovina,1989,0
Brazil,1989,45000
Bulgaria,1989,0
Burundi,1989,0
Cambodia,1989,0
Canada,1989,0
Cape Verde,1989,0
Central African Republic,1989,0
Chad,1989,0
Chile,1989,0
China,1989,38000000
Colombia,1989,0
Comoros,1989,0
"Congo, Dem. Rep.",1989,0
Costa Rica,1989,0
Croatia,1989,0
Cuba,1989,0
Cyprus,1989,0
Czech Republic,1989,0
Denmark,1989,0
Djibouti,1989,0
Dominica,1989,710
Dominican Republic,1989,0
Egypt,1989,0
El Salvador,1989,0
Eritrea,1989,0
Estonia,1989,0
Eswatini,1989,0
Fiji,1989,0
Finland,1989,0
France,1989,9
Gambia,1989,0
Georgia,1989,0
Germany,1989,0
Greece,1989,0
Grenada,1989,0
Guatemala,1989,0
Guinea,1989,0
Guinea-Bissau,1989,0
Haiti,1989,0
Honduras,1989,0
Hungary,1989,0
India,1989,3700000
Indonesia,1989,0
Iran,1989,0
Ireland,1989,0
Israel,1989,0
Italy,1989,0
Jamaica,1989,0
Japan,1989,15
Jordan,1989,0
Kazakhstan,1989,0
Kenya,1989,0
Kiribati,1989,0
Kyrgyz Republic,1989,0
Lao,1989,0
Latvia,1989,0
Lebanon,1989,0
Lesotho,1989,0
Liberia,1989,0
Lithuania,1989,0
Luxembourg,1989,0
Madagascar,1989,55400
Malawi,1989,0
Malaysia,1989,0
Maldives,1989,0
Marshall Islands,1989,0
Mauritania,1989,0
Mauritius,1989,4510
Mexico,1989,0
"Micronesia, Fed. Sts.",1989,0
Moldova,1989,0
Mongolia,1989,0
Morocco,1989,0
Mozambique,1989,0
Myanmar,1989,0
Nepal,1989,0
Netherlands,1989,0
New Zealand,1989,0
Nicaragua,1989,0
Niger,1989,0
Nigeria,1989,0
North Korea,1989,0
North Macedonia,1989,0
Norway,1989,0
Oman,1989,0
Pakistan,1989,0
Panama,1989,0
Papua New Guinea,1989,0
Paraguay,1989,0
Peru,1989,0
Philippines,1989,2140000
Poland,1989,0
Portugal,1989,0
Romania,1989,0
Russia,1989,0
Samoa,1989,0
Saudi Arabia,1989,0
Senegal,1989,0
Seychelles,1989,0
Sierra Leone,1989,0
Slovak Republic,1989,0
Slovenia,1989,0
Solomon Islands,1989,0
Somalia,1989,0
South Africa,1989,0
South Korea,1989,75300
Spain,1989,33
Sri Lanka,1989,0
St. Kitts and Nevis,1989,1300
St. Lucia,1989,0
St. Vincent and the Grenadines,1989,0
Sudan,1989,0
Sweden,1989,0
Switzerland,1989,0
Syria,1989,0
Tajikistan,1989,0
Tanzania,1989,0
Thailand,1989,200000
Timor-Leste,1989,0
Tonga,1989,0
Trinidad and Tobago,1989,0
Turkey,1989,0
Tuvalu,1989,0
Uganda,1989,0
Ukraine,1989,0
United Kingdom,1989,13
United States,1989,25200
Uruguay,1989,0
Vanuatu,1989,0
Venezuela,1989,0
Vietnam,1989,6420000
Yemen,1989,0
Zimbabwe,1989,0
Afghanistan,1990,0
Albania,1990,0
Algeria,1990,0
Antigua and Barbuda,1990,0
Argentina,1990,0
Australia,1990,0
Austria,1990,3
Bahamas,1990,0
Bangladesh,1990,59300
Barbados,1990,0
Belarus,1990,0
Belgium,1990,16
Belize,1990,0
Bhutan,1990,0
Bolivia,1990,0
Bosnia and Herzegovina,1990,0
Brazil,1990,0
Bulgaria,1990,0
Burundi,1990,0
Cambodia,1990,0
Canada,1990,0
Cape Verde,1990,0
Central African Republic,1990,0
Chad,1990,0
Chile,1990,0
China,1990,5900000
Colombia,1990,0
Comoros,1990,0
"Congo, Dem. Rep.",1990,0
Costa Rica,1990,0
Croatia,1990,0
Cuba,1990,0
Cyprus,1990,0
Czech Republic,1990,0
Denmark,1990,1
Djibouti,1990,0
Dominica,1990,0
Dominican Republic,1990,0
Egypt,1990,0
El Salvador,1990,0
Eritrea,1990,0
Estonia,1990,0
Eswatini,1990,0
Fiji,1990,6000
Finland,1990,0
France,1990,43
Gambia,1990,0
Georgia,1990,0
Germany,1990,64
Greece,1990,3
Grenada,1990,1000
Guatemala,1990,0
Guinea,1990,0
Guinea-Bissau,1990,0
Haiti,1990,0
Honduras,1990,0
Hungary,1990,0
India,1990,4100000
Indonesia,1990,0
Iran,1990,0
Ireland,1990,2
Israel,1990,0
Italy,1990,6
Jamaica,1990,0
Japan,1990,148000
Jordan,1990,0
Kazakhstan,1990,0
Kenya,1990,0
Kiribati,1990,0
Kyrgyz Republic,1990,0
Lao,1990,0
Latvia,1990,0
Lebanon,1990,0
Lesotho,1990,0
Liberia,1990,0
Lithuania,1990,0
Luxembourg,1990,0
Madagascar,1990,0
Malawi,1990,0
Malaysia,1990,0
Maldives,1990,0
Marshall Islands,1990,0
Mauritania,1990,0
Mauritius,1990,0
Mexico,1990,38
"Micronesia, Fed. Sts.",1990,0
Moldova,1990,0
Mongolia,1990,36
Morocco,1990,0
Mozambique,1990,0
Myanmar,1990,0
Nepal,1990,0
Netherlands,1990,20
New Zealand,1990,0
Nicaragua,1990,0
Niger,1990,0
Nigeria,1990,0
North Korea,1990,0
North Macedonia,1990,0
Norway,1990,0
Oman,1990,0
Pakistan,1990,0
Panama,1990,0
Papua New Guinea,1990,0
Paraguay,1990,0
Peru,1990,0
Philippines,1990,6320000
Poland,1990,0
Portugal,1990,0
Romania,1990,0
Russia,1990,0
Samoa,1990,195000
Saudi Arabia,1990,0
Senegal,1990,0
Seychelles,1990,0
Sierra Leone,1990,0
Slovak Republic,1990,0
Slovenia,1990,0
Solomon Islands,1990,0
Somalia,1990,0
South Africa,1990,2
South Korea,1990,27
Spain,1990,9
Sri Lanka,1990,0
St. Kitts and Nevis,1990,0
St. Lucia,1990,0
St. Vincent and the Grenadines,1990,0
Sudan,1990,0
Sweden,1990,0
Switzerland,1990,5
Syria,1990,0
Tajikistan,1990,0
Tanzania,1990,0
Thailand,1990,36
Timor-Leste,1990,0
Tonga,1990,3100
Trinidad and Tobago,1990,1000
Turkey,1990,0
Tuvalu,1990,700
Uganda,1990,0
Ukraine,1990,0
United Kingdom,1990,200000
United States,1990,10800
Uruguay,1990,0
Vanuatu,1990,0
Venezuela,1990,0
Vietnam,1990,502000
Yemen,1990,0
Zimbabwe,1990,0
Afghanistan,1991,0
Albania,1991,0
Algeria,1991,0
Antigua and Barbuda,1991,0
Argentina,1991,0
Australia,1991,408
Austria,1991,0
Bahamas,1991,0
Bangladesh,1991,15600000
Barbados,1991,0
Belarus,1991,0
Belgium,1991,0
Belize,1991,0
Bhutan,1991,0
Bolivia,1991,0
Bosnia and Herzegovina,1991,0
Brazil,1991,0
Bulgaria,1991,0
Burundi,1991,0
Cambodia,1991,0
Canada,1991,0
Cape Verde,1991,0
Central African Republic,1991,0
Chad,1991,0
Chile,1991,0
China,1991,3360000
Colombia,1991,0
Comoros,1991,0
"Congo, Dem. Rep.",1991,0
Costa Rica,1991,0
Croatia,1991,0
Cuba,1991,0
Cyprus,1991,0
Czech Republic,1991,0
Denmark,1991,0
Djibouti,1991,0
Dominica,1991,0
Dominican Republic,1991,0
Egypt,1991,0
El Salvador,1991,0
Eritrea,1991,0
Estonia,1991,0
Eswatini,1991,0
Fiji,1991,0
Finland,1991,0
France,1991,0
Gambia,1991,0
Georgia,1991,0
Germany,1991,0
Greece,1991,0
Grenada,1991,0
Guatemala,1991,0
Guinea,1991,0
Guinea-Bissau,1991,0
Haiti,1991,0
Honduras,1991,0
Hungary,1991,0
India,1991,25100
Indonesia,1991,0
Iran,1991,22
Ireland,1991,0
Israel,1991,5
Italy,1991,0
Jamaica,1991,0
Japan,1991,91200
Jordan,1991,2
Kazakhstan,1991,0
Kenya,1991,0
Kiribati,1991,0
Kyrgyz Republic,1991,0
Lao,1991,38300
Latvia,1991,0
Lebanon,1991,0
Lesotho,1991,0
Liberia,1991,0
Lithuania,1991,0
Luxembourg,1991,0
Madagascar,1991,250000
Malawi,1991,0
Malaysia,1991,0
Maldives,1991,23900
Marshall Islands,1991,6000
Mauritania,1991,304
Mauritius,1991,7500
Mexico,1991,10000
"Micronesia, Fed. Sts.",1991,0
Moldova,1991,0
Mongolia,1991,6
Morocco,1991,0
Mozambique,1991,0
Myanmar,1991,0
Nepal,1991,171
Netherlands,1991,0
New Zealand,1991,0
Nicaragua,1991,0
Niger,1991,0
Nigeria,1991,0
North Korea,1991,0
North Macedonia,1991,0
Norway,1991,0
Oman,1991,0
Pakistan,1991,0
Panama,1991,0
Papua New Guinea,1991,0
Paraguay,1991,0
Peru,1991,0
Philippines,1991,1580000
Poland,1991,0
Portugal,1991,0
Romania,1991,0
Russia,1991,0
Samoa,1991,88000
Saudi Arabia,1991,0
Senegal,1991,0
Seychelles,1991,0
Sierra Leone,1991,0
Slovak Republic,1991,0
Slovenia,1991,0
Solomon Islands,1991,0
Somalia,1991,0
South Africa,1991,0
South Korea,1991,20800
Spain,1991,0
Sri Lanka,1991,0
St. Kitts and Nevis,1991,0
St. Lucia,1991,0
St. Vincent and the Grenadines,1991,0
Sudan,1991,0
Sweden,1991,0
Switzerland,1991,0
Syria,1991,0
Tajikistan,1991,0
Tanzania,1991,0
Thailand,1991,1890000
Timor-Leste,1991,0
Tonga,1991,0
Trinidad and Tobago,1991,0
Turkey,1991,4
Tuvalu,1991,0
Uganda,1991,0
Ukraine,1991,0
United Kingdom,1991,48
United States,1991,3090
Uruguay,1991,0
Vanuatu,1991,0
Venezuela,1991,0
Vietnam,1991,478000
Yemen,1991,0
Zimbabwe,1991,0
Afghanistan,1992,0
Albania,1992,0
Algeria,1992,0
Antigua and Barbuda,1992,0
Argentina,1992,0
Australia,1992,122
Austria,1992,0
Bahamas,1992,1700
Bangladesh,1992,10300
Barbados,1992,0
Belarus,1992,0
Belgium,1992,0
Belize,1992,0
Bhutan,1992,0
Bolivia,1992,0
Bosnia and Herzegovina,1992,0
Brazil,1992,0
Bulgaria,1992,0
Burundi,1992,0
Cambodia,1992,0
Canada,1992,0
Cape Verde,1992,0
Central African Republic,1992,0
Chad,1992,0
Chile,1992,38000
China,1992,16200000
Colombia,1992,0
Comoros,1992,0
"Congo, Dem. Rep.",1992,0
Costa Rica,1992,0
Croatia,1992,0
Cuba,1992,0
Cyprus,1992,0
Czech Republic,1992,0
Denmark,1992,0
Djibouti,1992,0
Dominica,1992,0
Dominican Republic,1992,0
Egypt,1992,0
El Salvador,1992,0
Eritrea,1992,0
Estonia,1992,0
Eswatini,1992,0
Fiji,1992,2000
Finland,1992,0
France,1992,2050
Gambia,1992,0
Georgia,1992,0
Germany,1992,0
Greece,1992,0
Grenada,1992,0
Guatemala,1992,0
Guinea,1992,0
Guinea-Bissau,1992,0
Haiti,1992,0
Honduras,1992,0
Hungary,1992,0
India,1992,185
Indonesia,1992,0
Iran,1992,3700
Ireland,1992,0
Israel,1992,0
Italy,1992,0
Jamaica,1992,0
Japan,1992,445
Jordan,1992,0
Kazakhstan,1992,0
Kenya,1992,0
Kiribati,1992,0
Kyrgyz Republic,1992,0
Lao,1992,269000
Latvia,1992,0
Lebanon,1992,104000
Lesotho,1992,0
Liberia,1992,0
Lithuania,1992,0
Luxembourg,1992,0
Madagascar,1992,0
Malawi,1992,0
Malaysia,1992,0
Maldives,1992,0
Marshall Islands,1992,0
Mauritania,1992,0
Mauritius,1992,0
Mexico,1992,10000
"Micronesia, Fed. Sts.",1992,0
Moldova,1992,0
Mongolia,1992,0
Morocco,1992,0
Mozambique,1992,0
Myanmar,1992,0
Nepal,1992,0
Netherlands,1992,0
New Zealand,1992,0
Nicaragua,1992,0
Niger,1992,0
Nigeria,1992,0
North Korea,1992,0
North Macedonia,1992,0
Norway,1992,0
Oman,1992,0
Pakistan,1992,0
Panama,1992,62
Papua New Guinea,1992,0
Paraguay,1992,0
Peru,1992,0
Philippines,1992,1050000
Poland,1992,0
Portugal,1992,0
Romania,1992,0
Russia,1992,0
Samoa,1992,0
Saudi Arabia,1992,0
Senegal,1992,0
Seychelles,1992,0
Sierra Leone,1992,0
Slovak Republic,1992,0
Slovenia,1992,0
Solomon Islands,1992,0
Somalia,1992,0
South Africa,1992,0
South Korea,1992,433
Spain,1992,0
Sri Lanka,1992,0
St. Kitts and Nevis,1992,0
St. Lucia,1992,0
St. Vincent and the Grenadines,1992,0
Sudan,1992,0
Sweden,1992,0
Switzerland,1992,0
Syria,1992,0
Tajikistan,1992,0
Tanzania,1992,0
Thailand,1992,387000
Timor-Leste,1992,0
Tonga,1992,0
Trinidad and Tobago,1992,0
Turkey,1992,0
Tuvalu,1992,0
Uganda,1992,0
Ukraine,1992,1000
United Kingdom,1992,0
United States,1992,295000
Uruguay,1992,0
Vanuatu,1992,1160
Venezuela,1992,0
Vietnam,1992,79400
Yemen,1992,0
Zimbabwe,1992,0
Afghanistan,1993,10
Albania,1993,0
Algeria,1993,0
Antigua and Barbuda,1993,0
Argentina,1993,8020
Australia,1993,12100
Austria,1993,0
Bahamas,1993,0
Bangladesh,1993,869000
Barbados,1993,0
Belarus,1993,0
Belgium,1993,0
Belize,1993,0
Bhutan,1993,0
Bolivia,1993,0
Bosnia and Herzegovina,1993,0
Brazil,1993,0
Bulgaria,1993,5000
Burundi,1993,0
Cambodia,1993,0
Canada,1993,0
Cape Verde,1993,0
Central African Republic,1993,0
Chad,1993,0
Chile,1993,0
China,1993,8650000
Colombia,1993,0
Comoros,1993,0
"Congo, Dem. Rep.",1993,0
Costa Rica,1993,0
Croatia,1993,0
Cuba,1993,150000
Cyprus,1993,0
Czech Republic,1993,0
Denmark,1993,0
Djibouti,1993,0
Dominica,1993,0
Dominican Republic,1993,0
Egypt,1993,0
El Salvador,1993,0
Eritrea,1993,15700
Estonia,1993,0
Eswatini,1993,0
Fiji,1993,160000
Finland,1993,0
France,1993,1730
Gambia,1993,0
Georgia,1993,0
Germany,1993,6
Greece,1993,0
Grenada,1993,0
Guatemala,1993,0
Guinea,1993,0
Guinea-Bissau,1993,1720
Haiti,1993,0
Honduras,1993,0
Hungary,1993,0
India,1993,72700
Indonesia,1993,0
Iran,1993,0
Ireland,1993,0
Israel,1993,0
Italy,1993,1010
Jamaica,1993,0
Japan,1993,30600
Jordan,1993,0
Kazakhstan,1993,0
Kenya,1993,0
Kiribati,1993,0
Kyrgyz Republic,1993,0
Lao,1993,128
Latvia,1993,0
Lebanon,1993,0
Lesotho,1993,0
Liberia,1993,0
Lithuania,1993,780000
Luxembourg,1993,0
Madagascar,1993,0
Malawi,1993,0
Malaysia,1993,0
Maldives,1993,0
Marshall Islands,1993,0
Mauritania,1993,0
Mauritius,1993,0
Mexico,1993,77000
"Micronesia, Fed. Sts.",1993,0
Moldova,1993,0
Mongolia,1993,100000
Morocco,1993,0
Mozambique,1993,0
Myanmar,1993,0
Nepal,1993,0
Netherlands,1993,0
New Zealand,1993,0
Nicaragua,1993,123000
Niger,1993,0
Nigeria,1993,0
North Korea,1993,2510
North Macedonia,1993,0
Norway,1993,0
Oman,1993,0
Pakistan,1993,609
Panama,1993,0
Papua New Guinea,1993,40100
Paraguay,1993,0
Peru,1993,0
Philippines,1993,3580000
Poland,1993,0
Portugal,1993,0
Romania,1993,203
Russia,1993,0
Samoa,1993,0
Saudi Arabia,1993,0
Senegal,1993,0
Seychelles,1993,0
Sierra Leone,1993,0
Slovak Republic,1993,0
Slovenia,1993,0
Solomon Islands,1993,88500
Somalia,1993,0
South Africa,1993,7
South Korea,1993,8660
Spain,1993,0
Sri Lanka,1993,0
St. Kitts and Nevis,1993,0
St. Lucia,1993,0
St. Vincent and the Grenadines,1993,0
Sudan,1993,0
Sweden,1993,0
Switzerland,1993,2
Syria,1993,0
Tajikistan,1993,0
Tanzania,1993,0
Thailand,1993,214000
Timor-Leste,1993,0
Tonga,1993,0
Trinidad and Tobago,1993,0
Turkey,1993,0
Tuvalu,1993,150
Uganda,1993,0
Ukraine,1993,0
United Kingdom,1993,0
United States,1993,891
Uruguay,1993,2000
Vanuatu,1993,12000
Venezuela,1993,6000
Vietnam,1993,39000
Yemen,1993,0
Zimbabwe,1993,0
Afghanistan,1994,0
Albania,1994,0
Algeria,1994,0
Antigua and Barbuda,1994,0
Argentina,1994,0
Australia,1994,2860000
Austria,1994,0
Bahamas,1994,0
Bangladesh,1994,659000
Barbados,1994,0
Belarus,1994,0
Belgium,1994,0
Belize,1994,0
Bhutan,1994,65000
Bolivia,1994,0
Bosnia and Herzegovina,1994,0
Brazil,1994,2000
Bulgaria,1994,0
Burundi,1994,0
Cambodia,1994,0
Canada,1994,1300
Cape Verde,1994,0
Central African Republic,1994,0
Chad,1994,0
Chile,1994,0
China,1994,26100000
Colombia,1994,0
Comoros,1994,0
"Congo, Dem. Rep.",1994,0
Costa Rica,1994,0
Croatia,1994,0
Cuba,1994,111000
Cyprus,1994,0
Czech Republic,1994,0
Denmark,1994,0
Djibouti,1994,0
Dominica,1994,0
Dominican Republic,1994,0
Egypt,1994,0
El Salvador,1994,0
Eritrea,1994,0
Estonia,1994,0
Eswatini,1994,0
Fiji,1994,0
Finland,1994,0
France,1994,0
Gambia,1994,0
Georgia,1994,0
Germany,1994,11
Greece,1994,0
Grenada,1994,0
Guatemala,1994,0
Guinea,1994,0
Guinea-Bissau,1994,0
Haiti,1994,1590000
Honduras,1994,0
Hungary,1994,0
India,1994,429000
Indonesia,1994,0
Iran,1994,0
Ireland,1994,0
Israel,1994,0
Italy,1994,103
Jamaica,1994,4
Japan,1994,130
Jordan,1994,0
Kazakhstan,1994,0
Kenya,1994,0
Kiribati,1994,0
Kyrgyz Republic,1994,0
Lao,1994,0
Latvia,1994,0
Lebanon,1994,0
Lesotho,1994,0
Liberia,1994,0
Lithuania,1994,0
Luxembourg,1994,0
Madagascar,1994,540000
Malawi,1994,0
Malaysia,1994,0
Maldives,1994,0
Marshall Islands,1994,0
Mauritania,1994,0
Mauritius,1994,2300
Mexico,1994,0
"Micronesia, Fed. Sts.",1994,0
Moldova,1994,25600
Mongolia,1994,0
Morocco,1994,0
Mozambique,1994,2500000
Myanmar,1994,65000
Nepal,1994,0
Netherlands,1994,0
New Zealand,1994,0
Nicaragua,1994,0
Niger,1994,0
Nigeria,1994,0
North Korea,1994,0
North Macedonia,1994,0
Norway,1994,0
Oman,1994,0
Pakistan,1994,56
Panama,1994,0
Papua New Guinea,1994,0
Paraguay,1994,0
Peru,1994,0
Philippines,1994,1990000
Poland,1994,1
Portugal,1994,0
Romania,1994,5410
Russia,1994,74
Samoa,1994,0
Saudi Arabia,1994,0
Senegal,1994,0
Seychelles,1994,0
Sierra Leone,1994,0
Slovak Republic,1994,0
Slovenia,1994,0
Solomon Islands,1994,0
Somalia,1994,30
South Africa,1994,2000
South Korea,1994,116
Spain,1994,12
Sri Lanka,1994,0
St. Kitts and Nevis,1994,0
St. Lucia,1994,754
St. Vincent and the Grenadines,1994,0
Sudan,1994,0
Sweden,1994,0
Switzerland,1994,0
Syria,1994,0
Tajikistan,1994,0
Tanzania,1994,2500
Thailand,1994,15000
Timor-Leste,1994,0
Tonga,1994,0
Trinidad and Tobago,1994,0
Turkey,1994,30
Tuvalu,1994,0
Uganda,1994,0
Ukraine,1994,0
United Kingdom,1994,0
United States,1994,21900
Uruguay,1994,0
Vanuatu,1994,0
Venezuela,1994,0
Vietnam,1994,11000
Yemen,1994,0
Zimbabwe,1994,0
Afghanistan,1995,0
Albania,1995,0
Algeria,1995,0
Antigua and Barbuda,1995,68700
Argentina,1995,6010
Australia,1995,432000
Austria,1995,0
Bahamas,1995,0
Bangladesh,1995,2370000
Barbados,1995,0
Belarus,1995,0
Belgium,1995,806
Belize,1995,0
Bhutan,1995,0
Bolivia,1995,0
Bosnia and Herzegovina,1995,0
Brazil,1995,0
Bulgaria,1995,0
Burundi,1995,0
Cambodia,1995,0
Canada,1995,2
Cape Verde,1995,0
Central African Republic,1995,0
Chad,1995,0
Chile,1995,0
China,1995,6570000
Colombia,1995,0
Comoros,1995,0
"Congo, Dem. Rep.",1995,0
Costa Rica,1995,8060
Croatia,1995,0
Cuba,1995,165
Cyprus,1995,0
Czech Republic,1995,0
Denmark,1995,0
Djibouti,1995,775
Dominica,1995,5000
Dominican Republic,1995,2840
Egypt,1995,0
El Salvador,1995,0
Eritrea,1995,0
Estonia,1995,0
Eswatini,1995,0
Fiji,1995,0
Finland,1995,0
France,1995,5020
Gambia,1995,0
Georgia,1995,0
Germany,1995,30000
Greece,1995,0
Grenada,1995,0
Guatemala,1995,0
Guinea,1995,0
Guinea-Bissau,1995,0
Haiti,1995,0
Honduras,1995,40
Hungary,1995,0
India,1995,12200
Indonesia,1995,0
Iran,1995,0
Ireland,1995,0
Israel,1995,0
Italy,1995,0
Jamaica,1995,0
Japan,1995,503
Jordan,1995,0
Kazakhstan,1995,112
Kenya,1995,0
Kiribati,1995,0
Kyrgyz Republic,1995,0
Lao,1995,1000000
Latvia,1995,0
Lebanon,1995,0
Lesotho,1995,0
Liberia,1995,2000
Lithuania,1995,0
Luxembourg,1995,0
Madagascar,1995,0
Malawi,1995,0
Malaysia,1995,0
Maldives,1995,0
Marshall Islands,1995,0
Mauritania,1995,0
Mauritius,1995,0
Mexico,1995,67000
"Micronesia, Fed. Sts.",1995,0
Moldova,1995,0
Mongolia,1995,0
Morocco,1995,0
Mozambique,1995,0
Myanmar,1995,0
Nepal,1995,0
Netherlands,1995,250000
New Zealand,1995,0
Nicaragua,1995,15100
